Temp1,Temp2,Temp3,Temp4,Temp5,BigF_T,Side_T,Center_T,Pres1,Pres2,Pres3,Pres4,Pres5,BigF_P,Side_P,Center_P,Label
21.01438941046712,25.23362992522191,26.38058980125521,26.73192862554112,26.30008765889829,24.64128516237401,27.558100052356004,28.234479108485488,0.0,0.0066843693422538,0.0,90.33511332791768,3904.569536645844,0.4511876568881885,3875.6549358896464,0.0,0
21.028071352940408,25.18751736568192,26.38058980125521,26.731928625541112,26.30008765889829,24.64128516237401,27.558100052356004,28.234479108485488,0.0,0.0256628468224548,0.0,86.45135465692805,3906.282130349297,0.4867932507029699,3876.800909568272,0.0,0
21.0417532954137,25.141404806141928,26.38058980125521,26.73192862554112,26.30008765889829,24.641285162374007,27.558100052356004,28.234479108485488,0.0,0.0446413243026559,0.0,82.56759598593842,3907.994724052751,0.5223988445177513,3877.9468832468974,0.0,0
21.055435237886996,25.095292246601943,26.38058980125521,26.73192862554112,26.30008765889829,24.64128516237401,27.558100052356007,28.23447910848549,0.0,0.063619801782857,0.0,78.6838373149488,3909.707317756205,0.5580044383325327,3879.0928569255248,0.0,0
21.069117180360283,25.04917968706196,26.38058980125521,26.73192862554112,26.30008765889829,24.641285162374007,27.558100052356007,28.234479108485488,0.0,0.082598279263058,0.0,74.80007864395918,3911.419911459659,0.5936100321473141,3880.238830604151,0.0,0
21.082799122833578,25.003067127521973,26.380589801255216,26.73192862554112,26.30008765889829,24.64128516237401,27.55810005235601,28.234479108485488,0.0,0.1015767567432591,0.0,70.91631997296957,3913.132505163113,0.6292156259620956,3881.3848042827776,0.0,0
21.096481065306868,24.956954567981985,26.38058980125521,26.73192862554112,26.30008765889829,24.641285162374007,27.55810005235601,28.234479108485488,0.0,0.1205552342234602,0.0,67.03256130197995,3914.845098866567,0.6648212197768769,3882.530777961404,0.0,0
21.11016300778016,24.910842008442,26.38058980125521,26.73192862554112,26.30008765889829,24.641285162374007,27.55810005235601,28.234479108485488,0.0,0.1395337117036612,0.0,63.14880263099033,3916.5576925700207,0.7004268135916583,3883.6767516400296,0.0,0
21.12384495025345,24.86472944890201,26.380589801255216,26.731928625541123,26.30008765889829,24.641285162374007,27.55810005235601,28.234479108485488,0.0,0.1585121891838623,0.0,59.26504396000071,3918.270286273475,0.7360324074064397,3884.822725318656,0.0,0
21.13752689272674,24.818616889362023,26.38058980125521,26.731928625541123,26.30008765889829,24.641285162374007,27.55810005235601,28.234479108485488,0.0,0.1774906666640634,0.0,55.38128528901109,3919.982879976928,0.7716380012212212,3885.9686989972815,0.0,0
21.151208835200038,24.772504329822038,26.380589801255216,26.731928625541123,26.30008765889829,24.641285162374007,27.558100052356014,28.23447910848549,0.0,0.1964691441442644,0.0,51.49752661802148,3921.695473680383,0.8072435950360024,3887.114672675909,0.0,0
21.164890777673325,24.72639177028205,26.38058980125522,26.731928625541123,26.30008765889829,24.641285162374004,27.558100052356014,28.23447910848549,0.0,0.2154476216244655,0.0,47.61376794703186,3923.408067383836,0.842849188850784,3888.260646354535,0.0,0
21.17857272014661,24.680279210742064,26.38058980125522,26.731928625541126,26.30008765889829,24.641285162374004,27.558100052356014,28.23447910848549,0.0,0.2344260991046666,0.0,43.73000927604224,3925.12066108729,0.8784547826655653,3889.406620033161,0.0,0
21.19225466261991,24.63416665120208,26.38058980125522,26.73192862554113,26.30008765889829,24.641285162374004,27.55810005235602,28.234479108485488,0.0,0.2534045765848677,0.0,39.84625060505262,3926.833254790744,0.9140603764803468,3890.552593711788,0.0,0
21.2059366050932,24.58805409166209,26.38058980125522,26.731928625541126,26.30008765889829,24.641285162374007,27.55810005235602,28.234479108485488,0.0,0.2723830540650687,0.0,35.962491934063,3928.5458484941983,0.949665970295128,3891.698567390414,0.0,0
21.219618547566487,24.541941532122102,26.38058980125522,26.731928625541126,26.30008765889829,24.641285162374004,27.558100052356025,28.23447910848549,0.0,0.2913615315452698,0.0,32.07873326307338,3930.258442197652,0.9852715641099096,3892.8445410690406,0.0,0
21.23330049003978,24.49582897258212,26.38058980125522,26.73192862554113,26.30008765889829,24.641285162374004,27.558100052356025,28.23447910848549,0.0,0.3103400090254709,0.0,28.19497459208376,3931.971035901106,1.020877157924691,3893.9905147476666,0.0,0
21.24642895713306,24.425549610947684,26.38058980125522,26.73192862554113,26.30008765889829,24.641285162374004,27.558100052356025,28.23447910848549,0.0029094402341042,0.3358345193963826,0.0,26.78522586247957,3933.8167959555312,1.033102487535424,3895.1182077083886,0.0,0
21.25955742422634,24.355270249313257,26.380589801255223,26.73192862554113,26.30008765889829,24.64128516237401,27.558100052356025,28.23447910848549,0.0058188804682085,0.3613290297672944,0.0,25.375477132875385,3935.662556009957,1.045327817146157,3896.245900669111,0.0,0
21.272685891319625,24.284990887678827,26.380589801255223,26.73192862554113,26.300087658898292,24.641285162374007,27.558100052356025,28.23447910848549,0.0087283207023128,0.3868235401382062,0.0,23.9657284032712,3937.5083160643817,1.0575531467568902,3897.373593629833,0.0,0
21.285814358412907,24.2147115260444,26.380589801255223,26.731928625541133,26.3000876588983,24.64128516237401,27.558100052356025,28.23447910848549,0.0116377609364171,0.4123180505091179,0.0,22.55597967366701,3939.354076118807,1.0697784763676237,3898.501286590556,0.0,0
21.298942825506185,24.144432164409967,26.380589801255223,26.731928625541133,26.300087658898292,24.64128516237401,27.558100052356025,28.23447910848549,0.0145472011705214,0.4378125608800297,0.0,21.146230944062825,3941.199836173232,1.0820038059783563,3899.628979551277,0.0,0
21.312071292599462,24.074152802775536,26.380589801255223,26.73192862554113,26.300087658898292,24.64128516237401,27.558100052356025,28.23447910848549,0.0174566414046257,0.4633070712509414,0.0,19.73648221445863,3943.045596227657,1.0942291355890896,3900.756672512,0.0,0
21.325199759692747,24.00387344114111,26.380589801255223,26.73192862554113,26.3000876588983,24.641285162374015,27.558100052356025,28.23447910848549,0.02036608163873,0.4888015816218531,0.0,18.326733484854444,3944.891356282082,1.1064544651998227,3901.8843654727216,0.0,0
21.338328226786025,23.93359407950668,26.38058980125523,26.731928625541137,26.3000876588983,24.641285162374015,27.558100052356025,28.23447910848549,0.0232755218728342,0.5142960919927649,0.0,16.916984755250255,3946.7371163365074,1.1186797948105558,3903.012058433444,0.0,0
21.351456693879307,23.86331471787225,26.380589801255237,26.731928625541137,26.3000876588983,24.641285162374015,27.558100052356025,28.2344791084855,0.0261849621069385,0.5397906023636767,0.0,15.507236025646067,3948.582876390932,1.130905124421289,3904.1397513941656,0.0,0
21.364585160972588,23.793035356237816,26.380589801255237,26.731928625541137,26.3000876588983,24.641285162374015,27.558100052356025,28.2344791084855,0.0290944023410428,0.5652851127345885,0.0,14.09748729604188,3950.428636445357,1.143130454032022,3905.267444354888,0.0,0
21.37771362806587,23.72275599460339,26.380589801255237,26.731928625541137,26.300087658898303,24.64128516237402,27.558100052356025,28.234479108485505,0.0320038425751471,0.5907796231055003,0.0,12.687738566437693,3952.274396499783,1.1553557836427553,3906.3951373156106,0.0,0
